,time,p,u,v
1643,-2.389907817054486,0.0,-0.0,-0.0
1644,-2.387907817054486,0.0,-0.0,-0.0
1645,-2.3859078170544854,0.0,-0.0,-0.0
1646,-2.3839078170544856,0.0,-0.0,-0.0
1647,-2.381907817054486,0.0,-0.0,-0.0
1648,-2.3799078170544847,0.0,-0.0,-0.0
1649,-2.3779078170544863,0.0,-0.0,-0.0
1650,-2.3759078170544856,0.0,-0.0,-0.0
1651,-2.373907817054486,0.0,-0.0,-0.0
1652,-2.371907817054486,0.0,-0.0,-0.0
1653,-2.3699078170544854,0.0,-0.0,-0.0
1654,-2.3679078170544856,0.0,-0.0,-0.0
1655,-2.365907817054486,0.0,-0.0,-0.0
1656,-2.3639078170544847,0.0,-0.0,-0.0
1657,-2.3619078170544863,0.0,-0.0,-0.0
1658,-2.3599078170544856,0.0,-0.0,-0.0
1659,-2.357907817054486,0.0,-0.0,-0.0
1660,-2.355907817054486,0.0,-0.0,-0.0
1661,-2.3539078170544854,0.0,-0.0,-0.0
1662,-2.3519078170544856,0.0,-0.0,-0.0
1663,-2.349907817054486,0.0,-0.0,-0.0
1664,-2.3479078170544847,0.0,-0.0,-0.0
1665,-2.3459078170544863,0.0,-0.0,-0.0
1666,-2.3439078170544856,0.0,-0.0,-0.0
1667,-2.3419078170544867,0.0,-0.0,-0.0
1668,-2.339907817054486,0.0,-0.0,-0.0
1669,-2.3379078170544854,0.0,-0.0,-0.0
1670,-2.3359078170544865,0.0,-0.0,-0.0
1671,-2.333907817054486,0.0,-0.0,-0.0
1672,-2.331907817054486,0.0,-0.0,-0.0
1673,-2.3299078170544862,0.0,-0.0,-0.0
1674,-2.3279078170544856,0.0,-0.0,-0.0
1675,-2.325907817054486,0.0,-0.0,-0.0
1676,-2.323907817054486,0.0,-0.0,-0.0
1677,-2.3219078170544862,0.0,-0.0,-0.0
1678,-2.3199078170544856,0.0,-0.0,-0.0
1679,-2.317907817054486,0.0,-0.0,-0.0
1680,-2.315907817054486,0.0,-0.0,-0.0
1681,-2.3139078170544862,0.0,-0.0,-0.0
1682,-2.3119078170544856,0.0,-0.0,-0.0
1683,-2.309907817054486,0.0,-0.0,-0.0
1684,-2.307907817054486,0.0,-0.0,-0.0
1685,-2.3059078170544853,0.0,-0.0,-0.0
1686,-2.3039078170544864,0.0,-0.0,-0.0
1687,-2.3019078170544858,0.0,-0.0,-0.0
1688,-2.2999078170544847,0.0,-0.0,-0.0
1689,-2.2979078170544858,0.0,-0.0,-0.0
1690,-2.295907817054485,0.0,-0.0,-0.0
1691,-2.2939078170544867,0.0,-0.0,-0.0
1692,-2.291907817054486,0.0,-0.0,-0.0
1693,-2.2899078170544853,0.0,-0.0,-0.0
1694,-2.2879078170544864,0.0,-0.0,-0.0
1695,-2.2859078170544858,0.0,-0.0,-0.0
1696,-2.283907817054486,0.0,-0.0,-0.0
1697,-2.281907817054486,0.0,-0.0,-0.0
1698,-2.279907817054485,0.0,-0.0,-0.0
1699,-2.2779078170544858,0.0,-0.0,-0.0
1700,-2.275907817054486,0.0,-0.0,-0.0
1701,-2.273907817054486,0.0,-0.0,-0.0
1702,-2.2719078170544864,0.0,-0.0,-0.0
1703,-2.2699078170544857,0.0,-0.0,-0.0
1704,-2.267907817054486,0.0,-0.0,-0.0
1705,-2.265907817054486,0.0,-0.0,-0.0
1706,-2.263907817054485,0.0,-0.0,-0.0
1707,-2.261907817054486,0.0,-0.0,-0.0
1708,-2.259907817054486,0.0,-0.0,-0.0
1709,-2.2579078170544853,0.0,-0.0,-0.0
1710,-2.2559078170544864,0.0,-0.0,-0.0
1711,-2.2539078170544857,0.0,-0.0,-0.0
1712,-2.251907817054486,0.0,-0.0,-0.0
1713,-2.249907817054486,0.0,-0.0,-0.0
1714,-2.247907817054485,0.0,-0.0,-0.0
1715,-2.2459078170544857,0.0,-0.0,-0.0
1716,-2.243907817054486,0.0,-0.0,-0.0
1717,-2.241907817054486,0.0,-0.0,-0.0
1718,-2.239907817054485,0.0,-0.0,-0.0
1719,-2.2379078170544857,0.0,-0.0,-0.0
1720,-2.235907817054486,0.0,-0.0,-0.0
1721,-2.233907817054486,0.0,-0.0,-0.0
1722,-2.231907817054485,0.0,-0.0,-0.0
1723,-2.2299078170544857,0.0,-0.0,-0.0
1724,-2.227907817054486,0.0,-0.0,-0.0
1725,-2.2259078170544853,0.0,-0.0,-0.0
1726,-2.2239078170544864,0.0,-0.0,-0.0
1727,-2.2219078170544857,0.0,-0.0,-0.0
1728,-2.2199078170544846,0.0,-0.0,-0.0
1729,-2.217907817054486,0.0,-0.0,-0.0
1730,-2.215907817054485,0.0,-0.0,-0.0
1731,-2.2139078170544866,0.0,-0.0,-0.0
1732,-2.211907817054486,0.0,-0.0,-0.0
1733,-2.209907817054485,0.0,-0.0,-0.0
1734,-2.2079078170544864,0.0,-0.0,-0.0
1735,-2.2059078170544857,0.0,-0.0,-0.0
1736,-2.203907817054486,0.0,-0.0,-0.0
1737,-2.201907817054486,0.0,-0.0,-0.0
1738,-2.199907817054485,0.0,-0.0,-0.0
1739,-2.1979078170544857,0.0,-0.0,-0.0
1740,-2.195907817054486,0.0,-0.0,-0.0
1741,-2.193907817054486,0.0,-0.0,-0.0
1742,-2.1919078170544863,0.0,-0.0,-0.0
1743,-2.1899078170544857,0.0,-0.0,-0.0
1744,-2.187907817054486,0.0,-0.0,-0.0
1745,-2.185907817054486,0.0,-0.0,-0.0
1746,-2.183907817054485,0.0,-0.0,-0.0
1747,-2.1819078170544866,0.0,-0.0,-0.0
1748,-2.179907817054486,0.0,-0.0,-0.0
1749,-2.177907817054485,0.0,-0.0,-0.0
1750,-2.1759078170544863,0.0,-0.0,-0.0
1751,-2.1739078170544857,0.0,-0.0,-0.0
1752,-2.1719078170544868,0.0,-0.0,-0.0
1753,-2.169907817054486,0.0,-0.0,-0.0
1754,-2.167907817054485,0.0,-0.0,-0.0
1755,-2.1659078170544865,0.0,-0.0,-0.0
1756,-2.163907817054486,0.0,-0.0,-0.0
1757,-2.161907817054486,0.0,-0.0,-0.0
1758,-2.1599078170544863,0.0,-0.0,-0.0
1759,-2.1579078170544856,0.0,-0.0,-0.0
1760,-2.155907817054486,0.0,-0.0,-0.0
1761,-2.153907817054486,0.0,-0.0,-0.0
1762,-2.1519078170544863,0.0,-0.0,-0.0
1763,-2.1499078170544856,0.0,-0.0,-0.0
1764,-2.147907817054486,0.0,-0.0,-0.0
1765,-2.145907817054486,0.0,-0.0,-0.0
1766,-2.143907817054486,0.0,-0.0,-0.0
1767,-2.1419078170544856,0.0,-0.0,-0.0
1768,-2.139907817054486,0.0,-0.0,-0.0
1769,-2.1379078170544856,0.0,-0.0,-0.0
1770,-2.135907817054486,0.0,-0.0,-0.0
1771,-2.1339078170544856,0.0,-0.0,-0.0
1772,-2.1319078170544863,0.0,-0.0,-0.0
1773,-2.1299078170544856,0.0,-0.0,-0.0
1774,-2.127907817054486,0.0,-0.0,-0.0
1775,-2.1259078170544856,0.0,-0.0,-0.0
1776,-2.123907817054486,0.0,-0.0,-0.0
1777,-2.1219078170544856,0.0,-0.0,-0.0
1778,-2.119907817054486,0.0,-0.0,-0.0
1779,-2.1179078170544856,0.0,-0.0,-0.0
1780,-2.115907817054486,0.0,-0.0,-0.0
1781,-2.1139078170544856,0.0,-0.0,-0.0
1782,-2.1119078170544863,0.0,-0.0,-0.0
1783,-2.1099078170544856,0.0,-0.0,-0.0
1784,-2.107907817054486,0.0,-0.0,-0.0
1785,-2.1059078170544856,0.0,-0.0,-0.0
1786,-2.103907817054486,0.0,-0.0,-0.0
1787,-2.1019078170544856,0.0,-0.0,-0.0
1788,-2.099907817054486,0.0,-0.0,-0.0
1789,-2.0979078170544856,0.0,-0.0,-0.0
1790,-2.095907817054486,0.0,-0.0,-0.0
1791,-2.0939078170544856,0.0,-0.0,-0.0
1792,-2.0919078170544863,0.0,-0.0,-0.0
1793,-2.0899078170544856,0.0,-0.0,-0.0
1794,-2.087907817054486,0.0,-0.0,-0.0
1795,-2.085907817054486,0.0,-0.0,-0.0
1796,-2.083907817054486,0.0,-0.0,-0.0
1797,-2.081907817054486,0.0,-0.0,-0.0
1798,-2.079907817054486,0.0,-0.0,-0.0
1799,-2.0779078170544856,0.0,-0.0,-0.0
1800,-2.075907817054486,0.0,-0.0,-0.0
1801,-2.073907817054486,0.0,-0.0,-0.0
1802,-2.0719078170544862,0.0,-0.0,-0.0
1803,-2.0699078170544856,0.0,-0.0,-0.0
1804,-2.067907817054486,0.0,-0.0,-0.0
1805,-2.065907817054486,0.0,-0.0,-0.0
1806,-2.063907817054486,0.0,-0.0,-0.0
1807,-2.061907817054486,0.0,-0.0,-0.0
1808,-2.059907817054486,0.0,-0.0,-0.0
1809,-2.0579078170544856,0.0,-0.0,-0.0
1810,-2.0559078170544858,0.0,-0.0,-0.0
1811,-2.053907817054486,0.0,-0.0,-0.0
1812,-2.0519078170544858,0.0,-0.0,-0.0
1813,-2.049907817054485,0.0,-0.0,-0.0
1814,-2.0479078170544858,0.0,-0.0,-0.0
1815,-2.045907817054486,0.0,-0.0,-0.0
1816,-2.0439078170544858,0.0,-0.0,-0.0
1817,-2.041907817054486,0.0,-0.0,-0.0
1818,-2.0399078170544858,0.0,-0.0,-0.0
1819,-2.037907817054486,0.0,-0.0,-0.0
1820,-2.0359078170544858,0.0,-0.0,-0.0
1821,-2.033907817054486,0.0,-0.0,-0.0
1822,-2.031907817054486,0.0,-0.0,-0.0
1823,-2.029907817054485,0.0,-0.0,-0.0
1824,-2.0279078170544858,0.0,-0.0,-0.0
1825,-2.025907817054486,0.0,-0.0,-0.0
1826,-2.023907817054486,0.0,-0.0,-0.0
1827,-2.021907817054486,0.0,-0.0,-0.0
1828,-2.0199078170544857,0.0,-0.0,-0.0
1829,-2.017907817054486,0.0,-0.0,-0.0
1830,-2.0159078170544857,0.0,-0.0,-0.0
1831,-2.013907817054486,0.0,-0.0,-0.0
1832,-2.011907817054486,0.0,-0.0,-0.0
1833,-2.009907817054485,0.0,-0.0,-0.0
1834,-2.0079078170544857,0.0,-0.0,-0.0
1835,-2.005907817054486,0.0,-0.0,-0.0
1836,-2.003907817054486,0.0,-0.0,-0.0
1837,-2.001907817054486,0.0,-0.0,-0.0
1838,-1.9999078170544855,0.0,-0.0,-0.0
1839,-1.997907817054486,0.0,-0.0,-0.0
1840,-1.9959078170544855,0.0,-0.0,-0.0
1841,-1.993907817054486,0.0,-0.0,-0.0
1842,-1.9919078170544864,0.0,-0.0,-0.0
1843,-1.9899078170544853,0.0,-0.0,-0.0
1844,-1.9879078170544855,0.0,-0.0,-0.0
1845,-1.985907817054486,0.0,-0.0,-0.0
1846,-1.9839078170544864,0.0,-0.0,-0.0
1847,-1.981907817054486,0.0,-0.0,-0.0
1848,-1.9799078170544857,0.0,-0.0,-0.0
1849,-1.977907817054486,0.0,-0.0,-0.0
1850,-1.9759078170544857,0.0,-0.0,-0.0
1851,-1.973907817054486,0.0,-0.0,-0.0
1852,-1.971907817054486,0.0,-0.0,-0.0
1853,-1.9699078170544853,0.0,-0.0,-0.0
1854,-1.9679078170544857,0.0,-0.0,-0.0
1855,-1.965907817054486,0.0,-0.0,-0.0
1856,-1.963907817054486,0.0,-0.0,-0.0
1857,-1.961907817054486,0.0,-0.0,-0.0
1858,-1.9599078170544857,0.0,-0.0,-0.0
1859,-1.957907817054486,0.0,-0.0,-0.0
1860,-1.9559078170544857,0.0,-0.0,-0.0
1861,-1.953907817054486,0.0,-0.0,-0.0
1862,-1.951907817054486,0.0,-0.0,-0.0
1863,-1.9499078170544852,0.0,-0.0,-0.0
1864,-1.9479078170544857,0.0,-0.0,-0.0
1865,-1.945907817054486,0.0,-0.0,-0.0
1866,-1.943907817054486,0.0,-0.0,-0.0
1867,-1.941907817054486,0.0,-0.0,-0.0
1868,-1.9399078170544857,0.0,-0.0,-0.0
1869,-1.937907817054486,0.0,-0.0,-0.0
1870,-1.9359078170544857,0.0,-0.0,-0.0
1871,-1.933907817054486,0.0,-0.0,-0.0
1872,-1.9319078170544859,0.0,-0.0,-0.0
1873,-1.9299078170544852,0.0,-0.0,-0.0
1874,-1.9279078170544857,0.0,-0.0,-0.0
1875,-1.9259078170544857,0.0,-0.0,-0.0
1876,-1.9239078170544859,0.0,-0.0,-0.0
1877,-1.9219078170544863,0.0,-0.0,-0.0
1878,-1.9199078170544857,0.0,-0.0,-0.0
1879,-1.9179078170544857,0.0,-0.0,-0.0
1880,-1.9159078170544859,0.0,-0.0,-0.0
1881,-1.9139078170544856,0.0,-0.0,-0.0
1882,-1.9119078170544859,0.0,-0.0,-0.0
1883,-1.9099078170544856,0.0,-0.0,-0.0
1884,-1.9079078170544856,0.0,-0.0,-0.0
1885,-1.9059078170544856,0.0,-0.0,-0.0
1886,-1.903907817054486,0.0,-0.0,-0.0
1887,-1.9019078170544863,0.0,-0.0,-0.0
1888,-1.8999078170544856,0.0,-0.0,-0.0
1889,-1.8979078170544856,0.0,-0.0,-0.0
1890,-1.895907817054486,0.0,-0.0,-0.0
1891,-1.8939078170544856,0.0,-0.0,-0.0
1892,-1.891907817054486,0.0,-0.0,-0.0
1893,-1.8899078170544856,0.0,-0.0,-0.0
1894,-1.8879078170544856,0.0,-0.0,-0.0
1895,-1.8859078170544856,0.0,-0.0,-0.0
1896,-1.883907817054486,0.0,-0.0,-0.0
1897,-1.8819078170544865,0.0,-0.0,-0.0
1898,-1.8799078170544856,0.0,-0.0,-0.0
1899,-1.8779078170544856,0.0,-0.0,-0.0
1900,-1.875907817054486,0.0,-0.0,-0.0
1901,-1.8739078170544856,0.0,-0.0,-0.0
1902,-1.871907817054486,0.0,-0.0,-0.0
1903,-1.8699078170544856,0.0,-0.0,-0.0
1904,-1.8679078170544856,0.0,-0.0,-0.0
1905,-1.8659078170544856,0.0,-0.0,-0.0
1906,-1.863907817054486,0.0,-0.0,-0.0
1907,-1.8619078170544865,0.0,-0.0,-0.0
1908,-1.8599078170544856,0.0,-0.0,-0.0
1909,-1.8579078170544856,0.0,-0.0,-0.0
1910,-1.855907817054486,0.0,-0.0,-0.0
1911,-1.8539078170544856,0.0,-0.0,-0.0
1912,-1.851907817054486,0.0,-0.0,-0.0
1913,-1.8499078170544856,0.0,-0.0,-0.0
1914,-1.8479078170544856,0.0,-0.0,-0.0
1915,-1.8459078170544856,0.0,-0.0,-0.0
1916,-1.843907817054486,0.0,-0.0,-0.0
1917,-1.8419078170544865,0.0,-0.0,-0.0
1918,-1.8399078170544856,0.0,-0.0,-0.0
1919,-1.8379078170544856,0.0,-0.0,-0.0
1920,-1.835907817054486,0.0,-0.0,-0.0
1921,-1.8339078170544856,0.0,-0.0,-0.0
1922,-1.831907817054486,0.0,-0.0,-0.0
1923,-1.8299078170544856,0.0,-0.0,-0.0
1924,-1.8279078170544856,0.0,-0.0,-0.0
1925,-1.8259078170544856,0.0,-0.0,-0.0
1926,-1.823907817054486,0.0,-0.0,-0.0
1927,-1.8219078170544865,0.0,-0.0,-0.0
1928,-1.8199078170544856,0.0,-0.0,-0.0
1929,-1.8179078170544856,0.0,-0.0,-0.0
1930,-1.815907817054486,0.0,-0.0,-0.0
1931,-1.8139078170544856,0.0,-0.0,-0.0
1932,-1.811907817054486,0.0,-0.0,-0.0
1933,-1.8099078170544856,0.0,-0.0,-0.0
1934,-1.8079078170544856,0.0,-0.0,-0.0
1935,-1.8059078170544856,0.0,-0.0,-0.0
1936,-1.803907817054486,0.0,-0.0,-0.0
1937,-1.8019078170544864,0.0,-0.0,-0.0
1938,-1.7999078170544855,0.0,-0.0,-0.0
1939,-1.7979078170544858,0.0,-0.0,-0.0
1940,-1.795907817054486,0.0,-0.0,-0.0
1941,-1.7939078170544862,0.0,-0.0,-0.0
1942,-1.791907817054486,0.0,-0.0,-0.0
1943,-1.7899078170544858,0.0,-0.0,-0.0
1944,-1.787907817054486,0.0,-0.0,-0.0
1945,-1.7859078170544858,0.0,-0.0,-0.0
1946,-1.783907817054486,0.0,-0.0,-0.0
1947,-1.7819078170544862,0.0,-0.0,-0.0
1948,-1.7799078170544855,0.0,-0.0,-0.0
1949,-1.7779078170544858,0.0,-0.0,-0.0
1950,-1.775907817054486,0.0,-0.0,-0.0
1951,-1.7739078170544862,0.0,-0.0,-0.0
1952,-1.7719078170544864,0.0,-0.0,-0.0
1953,-1.7699078170544855,0.0,-0.0,-0.0
1954,-1.767907817054486,0.0,-0.0,-0.0
1955,-1.7659078170544862,0.0,-0.0,-0.0
1956,-1.7639078170544864,0.0,-0.0,-0.0
1957,-1.7619078170544866,0.0,-0.0,-0.0
1958,-1.759907817054486,0.0,-0.0,-0.0
1959,-1.7579078170544862,0.0,-0.0,-0.0
1960,-1.7559078170544864,0.0,-0.0,-0.0
1961,-1.7539078170544866,0.0,-0.0,-0.0
1962,-1.751907817054486,0.0,-0.0,-0.0
1963,-1.7499078170544862,0.0,-0.0,-0.0
1964,-1.7479078170544864,0.0,-0.0,-0.0
1965,-1.7459078170544855,0.0,-0.0,-0.0
1966,-1.743907817054486,0.0,-0.0,-0.0
1967,-1.7419078170544862,0.0,-0.0,-0.0
1968,-1.7399078170544855,0.0,-0.0,-0.0
1969,-1.7379078170544855,0.0,-0.0,-0.0
1970,-1.735907817054486,0.0,-0.0,-0.0
1971,-1.7339078170544862,0.0,-0.0,-0.0
1972,-1.7319078170544864,0.0,-0.0,-0.0
1973,-1.7299078170544857,0.0,-0.0,-0.0
1974,-1.727907817054486,0.0,-0.0,-0.0
1975,-1.725907817054486,0.0,-0.0,-0.0
1976,-1.7239078170544864,0.0,-0.0,-0.0
1977,-1.7219078170544866,0.0,-0.0,-0.0
1978,-1.719907817054486,0.0,-0.0,-0.0
1979,-1.717907817054486,0.0,-0.0,-0.0
1980,-1.7159078170544864,0.0,-0.0,-0.0
1981,-1.7139078170544866,0.0,-0.0,-0.0
1982,-1.711907817054486,0.0,-0.0,-0.0
1983,-1.709907817054486,0.0,-0.0,-0.0
1984,-1.7079078170544864,0.0,-0.0,-0.0
1985,-1.7059078170544857,0.0,-0.0,-0.0
1986,-1.703907817054486,0.0,-0.0,-0.0
1987,-1.701907817054486,0.0,-0.0,-0.0
1988,-1.6999078170544857,0.0,-0.0,-0.0
1989,-1.6979078170544857,0.0,-0.0,-0.0
1990,-1.695907817054486,0.0,-0.0,-0.0
1991,-1.693907817054486,0.0,-0.0,-0.0
1992,-1.6919078170544863,0.0,-0.0,-0.0
1993,-1.6899078170544857,0.0,-0.0,-0.0
1994,-1.687907817054486,0.0,-0.0,-0.0
1995,-1.685907817054486,0.0,-0.0,-0.0
1996,-1.6839078170544863,0.0,-0.0,-0.0
1997,-1.6819078170544866,0.0,-0.0,-0.0
1998,-1.679907817054486,0.0,-0.0,-0.0
1999,-1.6779078170544859,0.0,-0.0,-0.0
2000,-1.6759078170544863,0.0,-0.0,-0.0
2001,-1.6739078170544863,0.0,-0.0,-0.0
2002,-1.6719078170544868,0.0,-0.0,-0.0
2003,-1.6699078170544859,0.0,-0.0,-0.0
2004,-1.6679078170544863,0.0,-0.0,-0.0
2005,-1.6659078170544863,0.0,-0.0,-0.0
2006,-1.663907817054486,0.0,-0.0,-0.0
2007,-1.661907817054487,0.0,-0.0,-0.0
2008,-1.6599078170544863,0.0,-0.0,-0.0
2009,-1.6579078170544863,0.0,-0.0,-0.0
2010,-1.655907817054486,0.0,-0.0,-0.0
2011,-1.653907817054486,0.0,-0.0,-0.0
2012,-1.6519078170544863,0.0,-0.0,-0.0
2013,-1.6499078170544863,0.0,-0.0,-0.0
2014,-1.647907817054486,0.0,-0.0,-0.0
2015,-1.645907817054486,0.0,-0.0,-0.0
2016,-1.6439078170544863,0.0,-0.0,-0.0
2017,-1.6419078170544863,0.0,-0.0,-0.0
2018,-1.639907817054486,0.0,-0.0,-0.0
2019,-1.637907817054486,0.0,-0.0,-0.0
2020,-1.6359078170544863,0.0,-0.0,-0.0
2021,-1.6339078170544865,0.0,-0.0,-0.0
2022,-1.6319078170544858,0.0,-0.0,-0.0
2023,-1.629907817054486,0.0,-0.0,-0.0
2024,-1.6279078170544865,0.0,-0.0,-0.0
2025,-1.6259078170544865,0.0,-0.0,-0.0
2026,-1.6239078170544858,0.0,-0.0,-0.0
2027,-1.621907817054487,0.0,-0.0,-0.0
2028,-1.6199078170544865,0.0,-0.0,-0.0
2029,-1.6179078170544865,0.0,-0.0,-0.0
2030,-1.6159078170544858,0.0,-0.0,-0.0
2031,-1.613907817054486,0.0,-0.0,-0.0
2032,-1.6119078170544865,0.0,-0.0,-0.0
2033,-1.6099078170544865,0.0,-0.0,-0.0
2034,-1.6079078170544858,0.0,-0.0,-0.0
2035,-1.605907817054486,0.0,-0.0,-0.0
2036,-1.6039078170544865,0.0,-0.0,-0.0
2037,-1.6019078170544865,0.0,-0.0,-0.0
2038,-1.5999078170544858,0.0,-0.0,-0.0
2039,-1.597907817054486,0.0,-0.0,-0.0
2040,-1.5959078170544865,0.0,-0.0,-0.0
2041,-1.5939078170544865,0.0,-0.0,-0.0
2042,-1.5919078170544858,0.0,-0.0,-0.0
2043,-1.589907817054486,0.0,-0.0,-0.0
2044,-1.5879078170544862,0.0,-0.0,-0.0
2045,-1.5859078170544865,0.0,-0.0,-0.0
2046,-1.5839078170544858,0.0,-0.0,-0.0
2047,-1.581907817054487,0.0,-0.0,-0.0
2048,-1.5799078170544862,0.0,-0.0,-0.0
2049,-1.5779078170544865,0.0,-0.0,-0.0
2050,-1.575907817054487,0.0,-0.0,-0.0
2051,-1.573907817054486,0.0,-0.0,-0.0
2052,-1.5719078170544862,0.0,-0.0,-0.0
2053,-1.5699078170544865,0.0,-0.0,-0.0
2054,-1.5679078170544858,0.0,-0.0,-0.0
2055,-1.565907817054486,0.0,-0.0,-0.0
2056,-1.5639078170544862,0.0,-0.0,-0.0
2057,-1.5619078170544864,0.0,-0.0,-0.0
2058,-1.5599078170544858,0.0,-0.0,-0.0
2059,-1.557907817054486,0.0,-0.0,-0.0
2060,-1.5559078170544862,0.0,-0.0,-0.0
2061,-1.5539078170544864,0.0,-0.0,-0.0
2062,-1.5519078170544869,0.0,-0.0,-0.0
2063,-1.549907817054486,0.0,-0.0,-0.0
2064,-1.5479078170544862,0.0,-0.0,-0.0
2065,-1.5459078170544864,0.0,-0.0,-0.0
2066,-1.5439078170544869,0.0,-0.0,-0.0
2067,-1.5419078170544869,0.0,-0.0,-0.0
2068,-1.5399078170544862,0.0,-0.0,-0.0
2069,-1.5379078170544864,0.0,-0.0,-0.0
2070,-1.5359078170544866,0.0,-0.0,-0.0
2071,-1.5339078170544869,0.0,-0.0,-0.0
2072,-1.5319078170544862,0.0,-0.0,-0.0
2073,-1.5299078170544864,0.0,-0.0,-0.0
2074,-1.5279078170544866,0.0,-0.0,-0.0
2075,-1.525907817054486,0.0,-0.0,-0.0
2076,-1.5239078170544862,0.0,-0.0,-0.0
2077,-1.5219078170544864,0.0,-0.0,-0.0
2078,-1.5199078170544855,0.0,-0.0,-0.0
2079,-1.517907817054486,0.0,-0.0,-0.0
2080,-1.5159078170544862,0.0,-0.0,-0.0
2081,-1.5139078170544864,0.0,-0.0,-0.0
2082,-1.5119078170544866,0.0,-0.0,-0.0
2083,-1.509907817054486,0.0,-0.0,-0.0
2084,-1.5079078170544862,0.0,-0.0,-0.0
2085,-1.5059078170544864,0.0,-0.0,-0.0
2086,-1.5039078170544866,0.0,-0.0,-0.0
2087,-1.5019078170544868,0.0,-0.0,-0.0
2088,-1.4999078170544862,0.0,-0.0,-0.0
2089,-1.4979078170544864,0.0,-0.0,-0.0
2090,-1.4959078170544866,0.0,-0.0,-0.0
2091,-1.4939078170544868,0.0,-0.0,-0.0
2092,-1.4919078170544862,0.0,-0.0,-0.0
2093,-1.4899078170544864,0.0,-0.0,-0.0
2094,-1.4879078170544866,0.0,-0.0,-0.0
2095,-1.485907817054486,0.0,-0.0,-0.0
2096,-1.4839078170544862,0.0,-0.0,-0.0
2097,-1.4819078170544864,0.0,-0.0,-0.0
2098,-1.4799078170544857,0.0,-0.0,-0.0
2099,-1.477907817054486,0.0,-0.0,-0.0
2100,-1.475907817054486,0.0,-0.0,-0.0
2101,-1.4739078170544864,0.0,-0.0,-0.0
2102,-1.4719078170544866,0.0,-0.0,-0.0
2103,-1.469907817054486,0.0,-0.0,-0.0
2104,-1.467907817054486,0.0,-0.0,-0.0
2105,-1.4659078170544864,0.0,-0.0,-0.0
2106,-1.4639078170544866,0.0,-0.0,-0.0
2107,-1.4619078170544868,0.0,-0.0,-0.0
2108,-1.459907817054486,0.0,-0.0,-0.0
2109,-1.4579078170544864,0.0,-0.0,-0.0
2110,-1.4559078170544866,0.0,-0.0,-0.0
2111,-1.4539078170544868,0.0,-0.0,-0.0
2112,-1.451907817054486,0.0,-0.0,-0.0
2113,-1.4499078170544863,0.0,-0.0,-0.0
2114,-1.4479078170544866,0.0,-0.0,-0.0
2115,-1.445907817054486,0.0,-0.0,-0.0
2116,-1.443907817054486,0.0,-0.0,-0.0
2117,-1.4419078170544863,0.0,-0.0,-0.0
2118,-1.4399078170544857,0.0,-0.0,-0.0
2119,-1.437907817054486,0.0,-0.0,-0.0
2120,-1.435907817054486,0.0,-0.0,-0.0
2121,-1.4339078170544863,0.0,-0.0,-0.0
2122,-1.4319078170544866,0.0,-0.0,-0.0
2123,-1.429907817054486,0.0,-0.0,-0.0
2124,-1.4279078170544859,0.0,-0.0,-0.0
2125,-1.4259078170544863,0.0,-0.0,-0.0
2126,-1.4239078170544863,0.0,-0.0,-0.0
2127,-1.4219078170544868,0.0,-0.0,-0.0
2128,-1.4199078170544859,0.0,-0.0,-0.0
2129,-1.4179078170544863,0.0,-0.0,-0.0
2130,-1.4159078170544863,0.0,-0.0,-0.0
2131,-1.413907817054486,0.0,-0.0,-0.0
2132,-1.411907817054487,0.0,-0.0,-0.0
2133,-1.4099078170544863,0.0,-0.0,-0.0
2134,-1.4079078170544863,0.0,-0.0,-0.0
2135,-1.405907817054486,0.0,-0.0,-0.0
2136,-1.403907817054486,0.0,-0.0,-0.0
2137,-1.4019078170544863,0.0,-0.0,-0.0
2138,-1.3999078170544863,0.0,-0.0,-0.0
2139,-1.397907817054486,0.0,-0.0,-0.0
2140,-1.395907817054486,0.0,-0.0,-0.0
2141,-1.3939078170544863,0.0,-0.0,-0.0
2142,-1.3919078170544863,0.0,-0.0,-0.0
2143,-1.389907817054486,0.0,-0.0,-0.0
2144,-1.387907817054486,0.0,-0.0,-0.0
2145,-1.3859078170544863,0.0,-0.0,-0.0
2146,-1.3839078170544865,0.0,-0.0,-0.0
2147,-1.3819078170544858,0.0,-0.0,-0.0
2148,-1.379907817054486,0.0,-0.0,-0.0
2149,-1.3779078170544865,0.0,-0.0,-0.0
2150,-1.3759078170544865,0.0,-0.0,-0.0
2151,-1.3739078170544858,0.0,-0.0,-0.0
2152,-1.3719078170544872,0.0,-0.0,-0.0
2153,-1.3699078170544865,0.0,-0.0,-0.0
2154,-1.3679078170544865,0.0,-0.0,-0.0
2155,-1.3659078170544858,0.0,-0.0,-0.0
2156,-1.363907817054486,0.0,-0.0,-0.0
2157,-1.3619078170544865,0.0,-0.0,-0.0
2158,-1.3599078170544865,0.0,-0.0,-0.0
2159,-1.3579078170544858,0.0,-0.0,-0.0
2160,-1.355907817054486,0.0,-0.0,-0.0
2161,-1.3539078170544865,0.0,-0.0,-0.0
2162,-1.3519078170544865,0.0,-0.0,-0.0
2163,-1.3499078170544858,0.0,-0.0,-0.0
2164,-1.347907817054486,0.0,-0.0,-0.0
2165,-1.3459078170544865,0.0,-0.0,-0.0
2166,-1.3439078170544865,0.0,-0.0,-0.0
2167,-1.3419078170544858,0.0,-0.0,-0.0
